Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0051715,cytolysis in another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.6,22,7.9,16289,7,311,3,0.96,0.55,14469|55932|229898,Gbp2|Gbp3|Gbp5,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0140639,positive regulation of pyroptotic inflammatory response,19_GO:0048518 positive regulation of biological process,-3.6,22,7.9,16289,7,311,3,0.96,0.55,14469|55932|229898,Gbp2|Gbp3|Gbp5,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0033212,iron import into cell,19_GO:0042592 homeostatic process,-3.6,22,7.9,16289,7,311,3,0.96,0.55,68428|117167|213053,Steap3|Steap4|Slc39a14,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0090023,positive regulation of neutrophil chemotaxis,19_GO:0040011 locomotion,-3.6,8.7,5.9,16289,30,311,5,1.6,0.71,13143|16803|21828|24047|227541,Dapk2|Lbp|Thbs4|Ccl19|Camk1d,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0007162,negative regulation of cell adhesion,19_GO:0048519 negative regulation of biological process,-3.6,2.8,4.3,16289,302,311,16,5.1,1.3,12394|12505|13078|14960|15530|16452|16777|16852|18606|19091|20315|20720|20733|21923|21929|223881,Runx1|Cd44|Cyp1b1|H2-Aa|Hspg2|Jak2|Lamb1|Lgals1|Enpp2|Prkg1|Cxcl12|Serpine2|Spint2|Tnc|Tnfaip3|Rnd1,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0031099,regeneration,19_GO:0032502 developmental process,-3.6,4.3,4.9,16289,109,311,9,2.9,0.95,12443|13649|16000|16438|16452|19242|20311|20315|21923,Ccnd1|Egfr|Igf1|Itpr1|Jak2|Ptn|Cxcl5|Cxcl12|Tnc,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-3.6,2.9,4.4,16289,272,311,15,4.8,1.2,12010|12266|14825|14964|14972|15018|15040|16177|16803|20296|21355|24047|77125|110557|192656,B2m|C3|Cxcl1|H2-D1|H2-K1|H2-Q7|H2-T23|Il1r1|Lbp|Ccl2|Tap2|Ccl19|Il33|H2-Q6|Ripk2,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0002705,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-3.6,3.6,4.6,16289,159,311,11,3.5,1,12010|12266|14825|14964|14972|15018|15040|16177|20296|21355|110557,B2m|C3|Cxcl1|H2-D1|H2-K1|H2-Q7|H2-T23|Il1r1|Ccl2|Tap2|H2-Q6,-2.6,Trophocytes_UP
Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-3.6,2.3,4.1,16289,499,311,22,7.1,1.5,11820|12505|12759|13660|14701|16000|16438|16452|18783|19091|19246|20501|20541|20720|21788|21857|54216|54519|74840|109711|232345|269152,App|Cd44|Clu|Ehd1|Gng12|Igf1|Itpr1|Jak2|Pla2g4a|Prkg1|Ptpn1|Slc16a1|Slc8a1|Serpine2|Tfpi|Timp1|Pcdh7|Apbb1ip|Manf|Actn1|A2m|Kif26b,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-3.6,2.5,4.2,16289,399,311,19,6.1,1.4,11658|11787|11820|12552|12661|13175|14451|14758|15530|16452|16777|19091|20315|21923|22253|108073|226519|269116|545156,Alcam|Apbb2|App|Cdh11|Chl1|Dclk1|Gas1|Gpm6b|Hspg2|Jak2|Lamb1|Prkg1|Cxcl12|Tnc|Unc5c|Grm7|Lamc1|Nfasc|Kalrn,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-3.6,2.3,4.1,16289,500,311,22,7.1,1.5,11308|11658|11787|11820|12552|12661|12759|13175|13649|14451|14457|15530|16777|19091|19242|20315|21828|22253|109700|226519|269116|545156,Abi1|Alcam|Apbb2|App|Cdh11|Chl1|Clu|Dclk1|Egfr|Gas1|Gas7|Hspg2|Lamb1|Prkg1|Ptn|Cxcl12|Thbs4|Unc5c|Itga1|Lamc1|Nfasc|Kalrn,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0002062,chondrocyte differentiation,19_GO:0032502 developmental process,-3.6,4.8,5,16289,87,311,8,2.6,0.9,12168|12394|15251|15530|69121|83925|213053|240725,Bmpr2|Runx1|Hif1a|Hspg2|Chrdl2|Trps1|Slc39a14|Sulf1,-2.6,Trophocytes_UP
KEGG Pathway,24,mmu05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse),,-3.6,4.8,5,16289,87,311,8,2.6,0.9,13649|15251|15980|16452|18035|18037|20846|53314,Egfr|Hif1a|Ifngr2|Jak2|Nfkbia|Nfkbie|Stat1|Batf,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:2000107,negative regulation of leukocyte apoptotic process,19_GO:0048519 negative regulation of biological process,-3.6,5.6,5.2,16289,66,311,7,2.3,0.84,12505|15251|17311|20304|20315|20723|24047,Cd44|Hif1a|Kitl|Ccl5|Cxcl12|Serpinb9|Ccl19,-2.6,Trophocytes_UP
Reactome Gene Sets,6,R-MMU-500792,GPCR ligand binding,,-3.6,2.8,4.3,16289,304,311,16,5.1,1.3,11820|12266|13610|14701|14825|17329|20292|20304|20310|20311|20312|20315|24047|54598|66102|108073,App|C3|S1pr3|Gng12|Cxcl1|Cxcl9|Ccl11|Ccl5|Cxcl2|Cxcl5|Cx3cl1|Cxcl12|Ccl19|Calcrl|Cxcl16|Grm7,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0032760,positive regulation of tumor necrosis factor production,19_GO:0048518 positive regulation of biological process,-3.6,4.3,4.8,16289,110,311,9,2.9,0.95,11820|12759|16452|16803|16956|20296|24047|77125|192656,App|Clu|Jak2|Lbp|Lpl|Ccl2|Ccl19|Il33|Ripk2,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:2000181,negative regulation of blood vessel morphogenesis,19_GO:0048519 negative regulation of biological process,-3.6,4.3,4.8,16289,110,311,9,2.9,0.95,12827|13855|19242|20296|20846|21826|68545|100952|240725,Col4a2|Epn2|Ptn|Ccl2|Stat1|Thbs2|Ecscr|Emilin1|Sulf1,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:1901343,negative regulation of vasculature development,19_GO:0048519 negative regulation of biological process,-3.6,4.2,4.8,16289,111,311,9,2.9,0.95,12827|13855|19242|20296|20846|21826|68545|100952|240725,Col4a2|Epn2|Ptn|Ccl2|Stat1|Thbs2|Ecscr|Emilin1|Sulf1,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0140888,interferon-mediated signaling pathway,19_GO:0050896 response to stimulus,-3.6,8.4,5.8,16289,31,311,5,1.6,0.71,15980|16452|20846|68713|80876,Ifngr2|Jak2|Stat1|Ifitm1|Ifitm2,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-3.5,2.1,4,16289,610,311,25,8,1.5,11308|11820|12168|12266|12443|12505|12654|12977|13649|13805|14600|16000|16195|16452|17311|18606|19246|20304|20312|21828|22166|24047|57810|108116|192656,Abi1|App|Bmpr2|C3|Ccnd1|Cd44|Chi3l1|Csf1|Egfr|Eng|Ghr|Igf1|Il6st|Jak2|Kitl|Enpp2|Ptpn1|Ccl5|Cx3cl1|Thbs4|Txn1|Ccl19|Cdon|Slco3a1|Ripk2,-2.6,Trophocytes_UP
GO Biological Processes,19,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,19_GO:0048518 positive regulation of biological process,-3.5,4.2,4.8,16289,112,311,9,2.9,0.95,11820|12759|16452|16803|16956|20296|24047|77125|192656,App|Clu|Jak2|Lbp|Lpl|Ccl2|Ccl19|Il33|Ripk2,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-3.5,2.3,4.1,16289,506,311,22,7.1,1.5,11308|11658|11787|11820|12552|12661|12759|13175|13649|14451|14457|15530|16777|19091|19242|20315|21828|22253|109700|226519|269116|545156,Abi1|Alcam|Apbb2|App|Cdh11|Chl1|Clu|Dclk1|Egfr|Gas1|Gas7|Hspg2|Lamb1|Prkg1|Ptn|Cxcl12|Thbs4|Unc5c|Itga1|Lamc1|Nfasc|Kalrn,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0001503,ossification,19_GO:0032501 multicellular organismal process,-3.5,3,4.3,16289,248,311,14,4.5,1.2,12168|12394|12977|14758|15251|15530|16000|16011|16948|19242|66695|68713|69121|268396,Bmpr2|Runx1|Csf1|Gpm6b|Hif1a|Hspg2|Igf1|Igfbp5|Lox|Ptn|Aspn|Ifitm1|Chrdl2|Sh3pxd2b,-2.5,Trophocytes_UP
KEGG Pathway,24,mmu05140,Leishmaniasis - Mus musculus (house mouse),,-3.5,5.4,5.1,16289,68,311,7,2.3,0.84,12266|14960|14961|15980|16452|18035|20846,C3|H2-Aa|H2-Ab1|Ifngr2|Jak2|Nfkbia|Stat1,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0071407,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-3.5,2.5,4.2,16289,373,311,18,5.8,1.3,11820|13078|13123|13649|16000|16011|16438|16452|17718|18023|18035|18795|20501|20512|20541|20846|67731|235283,App|Cyp1b1|Cyp7b1|Egfr|Igf1|Igfbp5|Itpr1|Jak2|ND3|Nfe2l1|Nfkbia|Plcb1|Slc16a1|Slc1a3|Slc8a1|Stat1|Fbxo32|Gramd1b,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0022612,gland morphogenesis,19_GO:0032502 developmental process,-3.5,4.1,4.7,16289,114,311,9,2.9,0.95,12505|12977|13123|13649|16000|16011|20292|21923|94109,Cd44|Csf1|Cyp7b1|Egfr|Igf1|Igfbp5|Ccl11|Tnc|Csmd1,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0010811,positive regulation of cell-substrate adhesion,19_GO:0048518 positive regulation of biological process,-3.4,3.7,4.5,16289,140,311,10,3.2,1,12977|14115|14260|16452|17886|18606|19242|64074|74199|100952,Csf1|Fbln2|Fmn1|Jak2|Myh9|Enpp2|Ptn|Smoc2|Vit|Emilin1,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0007565,female pregnancy,19_GO:0022414 reproductive process,-3.4,4.1,4.7,16289,115,311,9,2.9,0.95,12168|15018|16011|16777|18783|19242|75909|94109|232345,Bmpr2|H2-Q7|Igfbp5|Lamb1|Pla2g4a|Ptn|Vmp1|Csmd1|A2m,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0019835,cytolysis,19_GO:0009987 cellular process,-3.4,20,7.4,16289,8,311,3,0.96,0.55,14469|55932|229898,Gbp2|Gbp3|Gbp5,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0072676,lymphocyte migration,19_GO:0002376 immune system process,-3.4,6.3,5.2,16289,50,311,6,1.9,0.78,13123|20296|20304|20312|20315|66102,Cyp7b1|Ccl2|Ccl5|Cx3cl1|Cxcl12|Cxcl16,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0048662,negative regulation of smooth muscle cell proliferation,19_GO:0048519 negative regulation of biological process,-3.4,5.2,5,16289,70,311,7,2.3,0.84,12168|16011|19091|19737|20656|21929|22003,Bmpr2|Igfbp5|Prkg1|Rgs5|Sod2|Tnfaip3|Tpm1,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0052547,regulation of peptidase activity,19_GO:0008152 metabolic process,-3.4,2.6,4.1,16289,346,311,17,5.5,1.3,11820|12505|13014|16452|16913|20708|20715|20720|20723|20733|20846|21353|21788|21857|192656|209378|232345,App|Cd44|Cstb|Jak2|Psmb8|Serpinb6b|Serpina3g|Serpine2|Serpinb9|Spint2|Stat1|Tank|Tfpi|Timp1|Ripk2|Itih5|A2m,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-3.4,2.2,4,16289,549,311,23,7.4,1.5,12168|12826|12827|13078|13713|13805|15251|15530|16775|16948|17304|17886|18933|19378|20296|20312|20315|21928|54598|68545|72780|73230|109624,Bmpr2|Col4a1|Col4a2|Cyp1b1|Elk3|Eng|Hif1a|Hspg2|Lama4|Lox|Mfge8|Myh9|Prrx1|Aldh1a2|Ccl2|Cx3cl1|Cxcl12|Tnfaip2|Calcrl|Ecscr|Rspo3|Bmper|Cald1,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-3.4,2.2,4,16289,514,311,22,7.1,1.5,11308|11658|11787|11820|12552|12661|12759|13175|13649|14451|14457|15530|16777|19091|19242|20315|21828|22253|109700|226519|269116|545156,Abi1|Alcam|Apbb2|App|Cdh11|Chl1|Clu|Dclk1|Egfr|Gas1|Gas7|Hspg2|Lamb1|Prkg1|Ptn|Cxcl12|Thbs4|Unc5c|Itga1|Lamc1|Nfasc|Kalrn,-2.5,Trophocytes_UP
KEGG Pathway,24,mmu05222,Small cell lung cancer - Mus musculus (house mouse),,-3.4,4.6,4.8,16289,92,311,8,2.6,0.9,11797|12443|12826|12827|16775|16777|18035|226519,Birc2|Ccnd1|Col4a1|Col4a2|Lama4|Lamb1|Nfkbia|Lamc1,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,19_GO:0050896 response to stimulus,-3.4,7.9,5.6,16289,33,311,5,1.6,0.71,13855|15251|19246|100952|226101,Epn2|Hif1a|Ptpn1|Emilin1|Myof,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0071624,positive regulation of granulocyte chemotaxis,19_GO:0040011 locomotion,-3.4,7.9,5.6,16289,33,311,5,1.6,0.71,13143|16803|21828|24047|227541,Dapk2|Lbp|Thbs4|Ccl19|Camk1d,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,19_GO:0048518 positive regulation of biological process,-3.4,2.2,4,16289,550,311,23,7.4,1.5,11303|12759|14260|14469|14544|15251|17392|17886|18606|20292|20312|21826|22003|24047|64085|66713|100952|103967|118449|214459|229898|260315|268396,Abca1|Clu|Fmn1|Gbp2|Gda|Hif1a|Mmp3|Myh9|Enpp2|Ccl11|Cx3cl1|Thbs2|Tpm1|Ccl19|Clstn2|Actr2|Emilin1|Dnm3|Synpo2|Fnbp1l|Gbp5|Nav3|Sh3pxd2b,-2.5,Trophocytes_UP
GO Biological Processes,19,GO:0007611,learning or memory,19_GO:0032501 multicellular organismal process,-3.4,2.7,4.1,16289,316,311,16,5.1,1.3,11820|12010|13123|13649|15251|16000|16777|16819|17380|18795|19242|20292|64085|94109|108073|545156,App|B2m|Cyp7b1|Egfr|Hif1a|Igf1|Lamb1|Lcn2|Mme|Plcb1|Ptn|Ccl11|Clstn2|Csmd1|Grm7|Kalrn,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0002009,morphogenesis of an epithelium,19_GO:0032502 developmental process,-3.4,2.3,4,16289,482,311,21,6.8,1.4,12394|12505|12826|12977|13123|13649|13805|14107|14260|15251|16000|16011|19378|20292|20315|20733|21923|72780|94109|226519|269152,Runx1|Cd44|Col4a1|Csf1|Cyp7b1|Egfr|Eng|Fat1|Fmn1|Hif1a|Igf1|Igfbp5|Aldh1a2|Ccl11|Cxcl12|Spint2|Tnc|Rspo3|Csmd1|Lamc1|Kif26b,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0002827,positive regulation of T-helper 1 type immune response,19_GO:0002376 immune system process,-3.4,11,6.1,16289,19,311,4,1.3,0.64,14961|16177|18783|192656,H2-Ab1|Il1r1|Pla2g4a|Ripk2,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0022617,extracellular matrix disassembly,19_GO:0009987 cellular process,-3.4,11,6.1,16289,19,311,4,1.3,0.64,13805|23794|226519|268396,Eng|Adamts5|Lamc1|Sh3pxd2b,-2.4,Trophocytes_UP
KEGG Pathway,24,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),,-3.4,3,4.3,16289,226,311,13,4.2,1.1,12010|12330|12443|14960|14961|14964|14972|15018|15040|16177|18035|19698|110557,B2m|Canx|Ccnd1|H2-Aa|H2-Ab1|H2-D1|H2-K1|H2-Q7|H2-T23|Il1r1|Nfkbia|Relb|H2-Q6,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-3.4,3,4.3,16289,226,311,13,4.2,1.1,11426|12977|14115|14260|14758|16452|16852|17886|18606|19242|64074|74199|100952,Macf1|Csf1|Fbln2|Fmn1|Gpm6b|Jak2|Lgals1|Myh9|Enpp2|Ptn|Smoc2|Vit|Emilin1,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0001936,regulation of endothelial cell proliferation,19_GO:0050789 regulation of biological process,-3.4,3.7,4.5,16289,143,311,10,3.2,1,13805|15530|16000|19378|20292|20296|20315|20846|21828|240725,Eng|Hspg2|Igf1|Aldh1a2|Ccl11|Ccl2|Cxcl12|Stat1|Thbs4|Sulf1,-2.4,Trophocytes_UP
Reactome Gene Sets,6,R-MMU-397014,Muscle contraction,,-3.4,3.7,4.5,16289,143,311,10,3.2,1,11475|16438|17380|20541|22003|22004|22352|98932|109700|326618,Acta2|Itpr1|Mme|Slc8a1|Tpm1|Tpm2|Vim|Myl9|Itga1|Tpm4,-2.4,Trophocytes_UP
WikiPathways,27,WP2432,Spinal cord injury,,-3.4,4.5,4.7,16289,94,311,8,2.6,0.9,12443|12826|13003|14825|16177|20296|20310|22352,Ccnd1|Col4a1|Vcan|Cxcl1|Il1r1|Ccl2|Cxcl2|Vim,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0042632,cholesterol homeostasis,19_GO:0042592 homeostatic process,-3.4,4.5,4.7,16289,94,311,8,2.6,0.9,11303|13123|13660|16956|18023|20249|79221|235283,Abca1|Cyp7b1|Ehd1|Lpl|Nfe2l1|Scd1|Hdac9|Gramd1b,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0019884,antigen processing and presentation of exogenous antigen,19_GO:0002376 immune system process,-3.4,7.7,5.5,16289,34,311,5,1.6,0.71,12010|14960|14961|14972|21355,B2m|H2-Aa|H2-Ab1|H2-K1|Tap2,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-3.4,2.3,4,16289,485,311,21,6.8,1.4,11475|11820|12266|12505|12654|13649|16000|16010|16452|17311|17886|18795|19246|20312|20315|24047|57810|73230|76954|109700|192656,Acta2|App|C3|Cd44|Chi3l1|Egfr|Igf1|Igfbp4|Jak2|Kitl|Myh9|Plcb1|Ptpn1|Cx3cl1|Cxcl12|Ccl19|Cdon|Bmper|Dennd2b|Itga1|Ripk2,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0045687,positive regulation of glial cell differentiation,19_GO:0032502 developmental process,-3.3,6,5.1,16289,52,311,6,1.9,0.78,16195|18606|19242|20720|23966|77125,Il6st|Enpp2|Ptn|Serpine2|Tenm4|Il33,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0055092,sterol homeostasis,19_GO:0042592 homeostatic process,-3.3,4.4,4.7,16289,95,311,8,2.6,0.9,11303|13123|13660|16956|18023|20249|79221|235283,Abca1|Cyp7b1|Ehd1|Lpl|Nfe2l1|Scd1|Hdac9|Gramd1b,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0002218,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.3,3.3,4.3,16289,172,311,11,3.5,1,14469|15951|16803|18035|55932|57783|192656|226691|226695|229898|100040462,Gbp2|Ifi204|Lbp|Nfkbia|Gbp3|Tnip1|Ripk2|Ifi207|Ifi205|Gbp5|Mndal,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0002709,regulation of T cell mediated immunity,19_GO:0002376 immune system process,-3.3,4.4,4.6,16289,96,311,8,2.6,0.9,12010|14964|14972|15018|15040|16177|21355|110557,B2m|H2-D1|H2-K1|H2-Q7|H2-T23|Il1r1|Tap2|H2-Q6,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-3.3,2.1,3.9,16289,561,311,23,7.4,1.5,12010|12394|12505|13032|14960|14961|16000|16195|16196|16452|16803|16852|17311|18783|18828|20296|20304|21929|22038|22329|24047|77125|192656,B2m|Runx1|Cd44|Ctsc|H2-Aa|H2-Ab1|Igf1|Il6st|Il7|Jak2|Lbp|Lgals1|Kitl|Pla2g4a|Plscr2|Ccl2|Ccl5|Tnfaip3|Plscr1|Vcam1|Ccl19|Il33|Ripk2,-2.4,Trophocytes_UP
GO Biological Processes,19,GO:0050890,cognition,19_GO:0032501 multicellular organismal process,-3.3,2.5,4,16289,356,311,17,5.5,1.3,11820|12010|12661|13123|13649|15251|16000|16777|16819|17380|18795|19242|20292|64085|94109|108073|545156,App|B2m|Chl1|Cyp7b1|Egfr|Hif1a|Igf1|Lamb1|Lcn2|Mme|Plcb1|Ptn|Ccl11|Clstn2|Csmd1|Grm7|Kalrn,-2.4,Trophocytes_UP
Reactome Gene Sets,6,R-MMU-9020956,Interleukin-27 signaling,,-3.3,17,6.9,16289,9,311,3,0.96,0.55,12330|16195|16452,Canx|Il6st|Jak2,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:1902622,regulation of neutrophil migration,19_GO:0040011 locomotion,-3.3,5.8,4.9,16289,54,311,6,1.9,0.78,13143|16177|16803|21828|24047|227541,Dapk2|Il1r1|Lbp|Thbs4|Ccl19|Camk1d,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0032722,positive regulation of chemokine production,19_GO:0048518 positive regulation of biological process,-3.2,4.9,4.7,16289,75,311,7,2.3,0.84,11820|16196|16803|16956|20304|77125|192656,App|Il7|Lbp|Lpl|Ccl5|Il33|Ripk2,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0010574,regulation of vascular endothelial growth factor production,19_GO:0032501 multicellular organismal process,-3.2,7.3,5.3,16289,36,311,5,1.6,0.71,12266|13078|15251|20296|240725,C3|Cyp1b1|Hif1a|Ccl2|Sulf1,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0034110,regulation of homotypic cell-cell adhesion,19_GO:0050789 regulation of biological process,-3.2,7.3,5.3,16289,36,311,5,1.6,0.71,16452|16852|19091|20304|20720,Jak2|Lgals1|Prkg1|Ccl5|Serpine2,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0014070,response to organic cyclic compound,19_GO:0050896 response to stimulus,-3.2,2.1,3.8,16289,603,311,24,7.7,1.5,11820|13078|13123|13649|14600|16000|16011|16438|16452|16948|17718|18023|18035|18795|20210|20501|20512|20541|20846|67731|73914|192656|235283|330222,App|Cyp1b1|Cyp7b1|Egfr|Ghr|Igf1|Igfbp5|Itpr1|Jak2|Lox|ND3|Nfe2l1|Nfkbia|Plcb1|Saa3|Slc16a1|Slc1a3|Slc8a1|Stat1|Fbxo32|Irak3|Ripk2|Gramd1b|Sdk1,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0030879,mammary gland development,19_GO:0032502 developmental process,-3.2,3.8,4.4,16289,123,311,9,2.9,0.95,12443|12977|15251|16000|16011|16452|20292|94109|545156,Ccnd1|Csf1|Hif1a|Igf1|Igfbp5|Jak2|Ccl11|Csmd1|Kalrn,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0070498,interleukin-1-mediated signaling pathway,19_GO:0050896 response to stimulus,-3.2,10,5.7,16289,21,311,4,1.3,0.64,16177|18035|18795|73914,Il1r1|Nfkbia|Plcb1|Irak3,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0090026,positive regulation of monocyte chemotaxis,19_GO:0040011 locomotion,-3.2,10,5.7,16289,21,311,4,1.3,0.64,11820|20296|20304|20315,App|Ccl2|Ccl5|Cxcl12,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0051770,positive regulation of nitric-oxide synthase biosynthetic process,19_GO:0048518 positive regulation of biological process,-3.2,10,5.7,16289,21,311,4,1.3,0.64,12877|16452|20296|77125,Cpeb1|Jak2|Ccl2|Il33,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0032495,response to muramyl dipeptide,19_GO:0050896 response to stimulus,-3.2,10,5.7,16289,21,311,4,1.3,0.64,18035|21929|22352|192656,Nfkbia|Tnfaip3|Vim|Ripk2,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0050789 regulation of biological process,-3.2,2.5,3.9,16289,362,311,17,5.5,1.3,12010|12394|12505|14960|14961|16000|16195|16196|16452|16852|17311|20296|20304|20315|22329|24047|192656,B2m|Runx1|Cd44|H2-Aa|H2-Ab1|Igf1|Il6st|Il7|Jak2|Lgals1|Kitl|Ccl2|Ccl5|Cxcl12|Vcam1|Ccl19|Ripk2,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,19_GO:0050896 response to stimulus,-3.2,7.1,5.2,16289,37,311,5,1.6,0.71,12505|12759|20315|22038|68428,Cd44|Clu|Cxcl12|Plscr1|Steap3,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:1904752,regulation of vascular associated smooth muscle cell migration,19_GO:0040011 locomotion,-3.2,7.1,5.2,16289,37,311,5,1.6,0.71,14107|16011|17886|19091|22003,Fat1|Igfbp5|Myh9|Prkg1|Tpm1,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0032731,positive regulation of interleukin-1 beta production,19_GO:0048518 positive regulation of biological process,-3.2,5.6,4.8,16289,56,311,6,1.9,0.78,11820|16452|16956|24047|192656|229898,App|Jak2|Lpl|Ccl19|Ripk2|Gbp5,-2.3,Trophocytes_UP
KEGG Pathway,24,mmu04730,Long-term depression - Mus musculus (house mouse),,-3.2,5.6,4.8,16289,56,311,6,1.9,0.78,16000|16438|18783|18795|18798|19091,Igf1|Itpr1|Pla2g4a|Plcb1|Plcb4|Prkg1,-2.3,Trophocytes_UP
Reactome Gene Sets,6,R-MMU-76002,"Platelet activation, signaling and aggregation",,-3.2,2.9,4,16289,238,311,13,4.2,1.1,11820|12759|14701|16000|16438|18783|19246|21857|54216|54519|74840|109711|232345,App|Clu|Gng12|Igf1|Itpr1|Pla2g4a|Ptpn1|Timp1|Pcdh7|Apbb1ip|Manf|Actn1|A2m,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0032946,positive regulation of mononuclear cell proliferation,19_GO:0048518 positive regulation of biological process,-3.2,3.4,4.2,16289,152,311,10,3.2,1,12977|16000|16195|16196|16452|17311|20304|22329|24047|192656,Csf1|Igf1|Il6st|Il7|Jak2|Kitl|Ccl5|Vcam1|Ccl19|Ripk2,-2.3,Trophocytes_UP
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-3.2,2.8,4,16289,239,311,13,4.2,1.1,11426|12505|13713|13805|15251|16000|17886|20312|20720|21788|21857|22003|226101,Macf1|Cd44|Elk3|Eng|Hif1a|Igf1|Myh9|Cx3cl1|Serpine2|Tfpi|Timp1|Tpm1|Myof,-2.3,Trophocytes_UP
