Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:1903038,negative regulation of leukocyte cell-cell adhesion,19_GO:0048519 negative regulation of biological process,-3.9,3.2,4.7,15189,142,470,14,3,0.78,12399|12524|14960|15507|16149|16190|16859|17131|18782|19260|20971|54607|93695|94185,Runx3|Cd86|H2-Aa|Hspb1|Cd74|Il4ra|Lgals9|Smad7|Pla2g2d|Ptpn22|Sdc4|Socs6|Gpnmb|Tnfrsf21,-2.1,Resident_Mfs
GO Biological Processes,19,GO:0022408,negative regulation of cell-cell adhesion,19_GO:0048519 negative regulation of biological process,-3.9,2.8,4.5,15189,197,470,17,3.6,0.86,11350|12399|12524|14960|15507|16149|16190|16859|17131|18708|18782|19260|20971|54607|74392|93695|94185,Abl1|Runx3|Cd86|H2-Aa|Hspb1|Cd74|Il4ra|Lgals9|Smad7|Pik3r1|Pla2g2d|Ptpn22|Sdc4|Socs6|Specc1l|Gpnmb|Tnfrsf21,-2.1,Resident_Mfs
GO Molecular Functions,21,GO:0060589,nucleoside-triphosphatase regulator activity,,-3.9,2.1,4.2,15189,424,470,28,6,1.1,14270|16476|19157|19159|19261|19731|19735|22325|50778|54610|67865|70497|71085|71704|74030|74760|76089|94190|98732|103724|207592|216991|217715|223435|226089|227801|270163|320292,Srgap2|Jun|Cyth1|Cyth3|Sirpa|Rgl1|Rgs2|Vav2|Rgs1|Tbc1d8|Rgs10|Arhgap17|Arhgap19|Arhgef3|Rin2|Rab3il1|Rapgef2|Ophn1|Rab3gap2|Tbc1d10a|Tbc1d16|Adap2|Eif2b2|Trio|Ric1|Dennd1a|Myo9a|Rasgef1b,-2.1,Resident_Mfs
GO Biological Processes,19,GO:0006119,oxidative phosphorylation,19_GO:0008152 metabolic process,-3.8,3.5,4.8,15189,110,470,12,2.6,0.73,12858|17705|17708|17709|17710|17711|17716|17717|17718|17719|17720|17721,Cox5a|ATP6|COX1|COX2|COX3|CYTB|ND1|ND2|ND3|ND4|ND4L|ND5,-2,Resident_Mfs
GO Biological Processes,19,GO:0048660,regulation of smooth muscle cell proliferation,19_GO:0050789 regulation of biological process,-3.8,2.9,4.5,15189,180,470,16,3.4,0.84,11629|11816|12267|13653|14673|14674|15200|15368|16476|17390|18124|18708|21813|59027|78943|108058,Aif1|Apoe|C3ar1|Egr1|Gna12|Gna13|Hbegf|Hmox1|Jun|Mmp2|Nr4a3|Pik3r1|Tgfbr2|Nampt|Ern1|Camk2d,-2,Resident_Mfs
GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-3.8,2.3,4.3,15189,340,470,24,5.1,1,11747|12043|13518|14042|14674|14827|15200|15368|15442|16476|17289|17390|18438|18590|18792|19296|20511|20971|26362|72043|72461|108101|211323|270152,Anxa5|Bcl2|Dst|Ext1|Gna13|Pdia3|Hbegf|Hmox1|Hpse|Jun|Mertk|Mmp2|P2rx4|Pdgfa|Plau|Pvt1|Slc1a2|Sdc4|Axl|Sulf2|Prcp|Fermt3|Nrg1|Jaml,-2,Resident_Mfs
Reactome Gene Sets,6,R-MMU-8953897,Cellular responses to stimuli,,-3.8,2.1,4.2,15189,427,470,28,6,1.1,11758|12858|13627|14281|15368|15481|15502|15505|15511|15516|15519|16476|17708|17709|17710|17748|17992|23950|27060|29810|50758|78943|81489|108058|109151|193740|233016|329679,Prdx6|Cox5a|Eef1a1|Fos|Hmox1|Hspa8|Dnaja1|Hsph1|Hspa1b|Hsp90ab1|Hsp90aa1|Jun|COX1|COX2|COX3|Mt1|Ndufa4|Dnajb6|Tcirg1|Bag3|Fbxl17|Ern1|Dnajb1|Camk2d|Chd9|Hspa1a|Blvrb|Fnip2,-2,Resident_Mfs
Reactome Gene Sets,6,R-MMU-382551,Transport of small molecules,,-3.8,2,4.1,15189,540,470,33,7,1.2,11303|11740|11813|11816|11936|11938|11980|12727|14702|15368|16889|18671|18830|20393|20511|20515|20541|22259|22782|27060|28240|50934|53881|67963|72472|76408|100604|105727|108058|117160|226844|320024|331004,Abca1|Slc25a5|Apoc2|Apoe|Fxyd2|Atp2a2|Atp8a1|Clcn4|Gng2|Hmox1|Lipa|Abcb1a|Pltp|Sgk1|Slc1a2|Slc20a1|Slc8a1|Nr1h3|Slc30a1|Tcirg1|Trpm2|Slc7a8|Slc5a3|Npc2|Slc16a10|Abcc3|Lrrc8c|Slc38a1|Camk2d|Ttyh2|Flvcr1|Nceh1|Slc9a9,-2,Resident_Mfs
GO Biological Processes,19,GO:0055119,relaxation of cardiac muscle,19_GO:0032501 multicellular organismal process,-3.8,13,6.7,15189,10,470,4,0.85,0.42,11938|18438|19735|108058,Atp2a2|P2rx4|Rgs2|Camk2d,-2,Resident_Mfs
GO Biological Processes,19,GO:0006590,thyroid hormone generation,19_GO:0008152 metabolic process,-3.8,13,6.7,15189,10,470,4,0.85,0.42,13030|13039|54381|72472,Ctsb|Ctsl|Cpq|Slc16a10,-2,Resident_Mfs
GO Molecular Functions,21,GO:0004129,cytochrome-c oxidase activity,,-3.8,13,6.7,15189,10,470,4,0.85,0.42,12858|17708|17709|17710,Cox5a|COX1|COX2|COX3,-2,Resident_Mfs
GO Molecular Functions,21,GO:0005041,low-density lipoprotein particle receptor activity,,-3.8,13,6.7,15189,10,470,4,0.85,0.42,16974|16975|66102|192187,Lrp6|Lrp8|Cxcl16|Stab1,-2,Resident_Mfs
KEGG Pathway,24,mmu05416,Viral myocarditis - Mus musculus (house mouse),,-3.8,4.5,5,15189,65,470,9,1.9,0.63,11350|12443|12524|14960|14961|14969|14998|14999|230861,Abl1|Ccnd1|Cd86|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Eif4g3,-2,Resident_Mfs
GO Biological Processes,19,GO:0001516,prostaglandin biosynthetic process,19_GO:0008152 metabolic process,-3.8,9,6.1,15189,18,470,5,1.1,0.47,16149|19224|21391|54486|66469,Cd74|Ptgs1|Tbxas1|Hpgds|Prxl2b,-2,Resident_Mfs
GO Biological Processes,19,GO:0046457,prostanoid biosynthetic process,19_GO:0008152 metabolic process,-3.8,9,6.1,15189,18,470,5,1.1,0.47,16149|19224|21391|54486|66469,Cd74|Ptgs1|Tbxas1|Hpgds|Prxl2b,-2,Resident_Mfs
KEGG Pathway,24,mmu05310,Asthma - Mus musculus (house mouse),,-3.8,9,6.1,15189,18,470,5,1.1,0.47,14960|14961|14969|14998|14999,H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1,-2,Resident_Mfs
GO Biological Processes,19,GO:0010594,regulation of endothelial cell migration,19_GO:0040011 locomotion,-3.8,3,4.5,15189,164,470,15,3.2,0.81,11350|11816|11852|12317|14645|14824|15368|15507|18438|19141|23991|69216|70097|72461|74030,Abl1|Apoe|Rhob|Calr|Glul|Grn|Hmox1|Hspb1|P2rx4|Lgmn|Cib1|Svbp|Sash1|Prcp|Rin2,-2,Resident_Mfs
Reactome Gene Sets,6,R-MMU-977606,Regulation of Complement cascade,,-3.7,6.9,5.6,15189,28,470,6,1.3,0.52,12259|12260|12262|12267|12520|18636,C1qa|C1qb|C1qc|C3ar1|Cd81|Cfp,-2,Resident_Mfs
KEGG Pathway,24,mmu04210,Apoptosis - Mus musculus (house mouse),,-3.7,3.3,4.6,15189,129,470,13,2.8,0.76,12043|13030|13032|13033|13036|13039|13040|14281|16476|18708|23882|64138|78943,Bcl2|Ctsb|Ctsc|Ctsd|Ctsh|Ctsl|Ctss|Fos|Jun|Pik3r1|Gadd45g|Ctsz|Ern1,-2,Resident_Mfs
GO Biological Processes,19,GO:0051347,positive regulation of transferase activity,19_GO:0065007 biological regulation,-3.7,2,4.1,15189,476,470,30,6.4,1.1,11350|11816|12443|12504|12520|12524|12978|13653|15200|15516|15519|16149|16975|17289|18439|18590|20971|21897|22325|23991|26362|52163|52521|67974|70097|76089|78943|104418|211323|232801,Abl1|Apoe|Ccnd1|Cd4|Cd81|Cd86|Csf1r|Egr1|Hbegf|Hsp90ab1|Hsp90aa1|Cd74|Lrp8|Mertk|P2rx7|Pdgfa|Sdc4|Tlr1|Vav2|Cib1|Axl|Camk1|Zfp622|Ccny|Sash1|Rapgef2|Ern1|Dgkz|Nrg1|Lilra5,-2,Resident_Mfs
GO Biological Processes,19,GO:0048661,positive regulation of smooth muscle cell proliferation,19_GO:0048518 positive regulation of biological process,-3.7,3.4,4.6,15189,113,470,12,2.6,0.73,11629|12267|13653|15200|15368|16476|17390|18124|21813|59027|78943|108058,Aif1|C3ar1|Egr1|Hbegf|Hmox1|Jun|Mmp2|Nr4a3|Tgfbr2|Nampt|Ern1|Camk2d,-2,Resident_Mfs
GO Biological Processes,19,GO:0050671,positive regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-3.7,3.1,4.5,15189,148,470,14,3,0.78,11629|12043|12504|12520|12524|12978|14999|15205|16149|19260|21813|22329|108723|384783,Aif1|Bcl2|Cd4|Cd81|Cd86|Csf1r|H2-DMb1|Hes1|Cd74|Ptpn22|Tgfbr2|Vcam1|Card11|Irs2,-2,Resident_Mfs
KEGG Pathway,24,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),,-3.7,2.7,4.4,15189,204,470,17,3.6,0.86,12259|12260|12262|12267|14281|14962|15200|15945|16451|16476|18708|19896|20090|22031|27367|56040|68028,C1qa|C1qb|C1qc|C3ar1|Fos|Cfb|Hbegf|Cxcl10|Jak1|Jun|Pik3r1|Rpl10a|Rps29|Traf3|Rpl3|Rplp1|Rpl22l1,-1.9,Resident_Mfs
GO Molecular Functions,21,GO:0044389,ubiquitin-like protein ligase binding,,-3.7,2.3,4.2,15189,326,470,23,4.9,1,11740|11758|12043|12317|14961|15481|15502|15510|15511|15516|15519|16451|16476|17130|17131|18669|18671|18708|19260|22031|72446|193740|226151,Slc25a5|Prdx6|Bcl2|Calr|H2-Ab1|Hspa8|Dnaja1|Hspd1|Hspa1b|Hsp90ab1|Hsp90aa1|Jak1|Jun|Smad6|Smad7|Abcb1b|Abcb1a|Pik3r1|Ptpn22|Traf3|Prr5l|Hspa1a|Slf2,-1.9,Resident_Mfs
GO Molecular Functions,21,GO:0005543,phospholipid binding,,-3.7,2.1,4.1,15189,435,470,28,6,1.1,11303|11747|11816|12492|12751|14218|15481|17909|18782|18830|19156|19159|21664|26362|27226|66895|69178|69226|71602|71795|74105|74478|76089|94190|216991|227801|269587|319924,Abca1|Anxa5|Apoe|Scarb2|Tpp1|Sh3pxd2a|Hspa8|Myo10|Pla2g2d|Pltp|Psap|Cyth3|Phlda1|Axl|Pla2g7|Pxdc1|Snx5|Snx24|Myo1e|Pitpnc1|Gga2|Snx29|Rapgef2|Ophn1|Adap2|Dennd1a|Epb41|Apba1,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0032369,negative regulation of lipid transport,19_GO:0051179 localization,-3.7,6.7,5.5,15189,29,470,6,1.3,0.52,11813|11816|16410|22259|211323|384783,Apoc2|Apoe|Itgav|Nr1h3|Nrg1|Irs2,-1.9,Resident_Mfs
KEGG Pathway,24,mmu05200,Pathways in cancer - Mus musculus (house mouse),,-3.6,2,4,15189,481,470,30,6.4,1.1,11350|12043|12443|12606|12978|14281|14673|14674|14702|14873|15205|15368|15516|15519|16190|16410|16451|16476|16974|17342|17390|18590|18708|21813|22027|22031|23882|27057|67168|108058,Abl1|Bcl2|Ccnd1|Cebpa|Csf1r|Fos|Gna12|Gna13|Gng2|Gsto1|Hes1|Hmox1|Hsp90ab1|Hsp90aa1|Il4ra|Itgav|Jak1|Jun|Lrp6|Mitf|Mmp2|Pdgfa|Pik3r1|Tgfbr2|Hsp90b1|Traf3|Gadd45g|Ncoa4|Lpar6|Camk2d,-1.9,Resident_Mfs
GO Molecular Functions,21,GO:0034185,apolipoprotein binding,,-3.6,8.5,5.8,15189,19,470,5,1.1,0.47,11303|12330|15510|16974|16975,Abca1|Canx|Hspd1|Lrp6|Lrp8,-1.9,Resident_Mfs
Reactome Gene Sets,6,R-MMU-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",,-3.6,3.4,4.6,15189,115,470,12,2.6,0.73,12858|17705|17708|17709|17710|17711|17716|17717|17718|17719|17721|17992,Cox5a|ATP6|COX1|COX2|COX3|CYTB|ND1|ND2|ND3|ND4|ND5|Ndufa4,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0048771,tissue remodeling,19_GO:0032501 multicellular organismal process,-3.6,3.4,4.6,15189,115,470,12,2.6,0.73,11433|12751|13040|14042|16889|16974|17342|17387|17390|18669|26362|27060,Acp5|Tpp1|Ctss|Ext1|Lipa|Lrp6|Mitf|Mmp14|Mmp2|Abcb1b|Axl|Tcirg1,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0002931,response to ischemia,19_GO:0050896 response to stimulus,-3.6,5.5,5.2,15189,41,470,7,1.5,0.56,12043|12978|13051|13653|15277|18438|23991,Bcl2|Csf1r|Cx3cr1|Egr1|Hk2|P2rx4|Cib1,-1.9,Resident_Mfs
KEGG Pathway,24,mmu04979,Cholesterol metabolism - Mus musculus (house mouse),,-3.6,5.5,5.2,15189,41,470,7,1.5,0.56,11303|11813|11816|16889|18830|67963|320024,Abca1|Apoc2|Apoe|Lipa|Pltp|Npc2|Nceh1,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0042775,mitochondrial ATP synthesis coupled electron transport,19_GO:0008152 metabolic process,-3.6,4.3,4.8,15189,68,470,9,1.9,0.63,12858|17708|17710|17711|17716|17717|17718|17719|17721,Cox5a|COX1|COX3|CYTB|ND1|ND2|ND3|ND4|ND5,-1.9,Resident_Mfs
KEGG Pathway,24,mmu05140,Leishmaniasis - Mus musculus (house mouse),,-3.6,4.3,4.8,15189,68,470,9,1.9,0.63,13627|14281|14960|14961|14969|14998|14999|16451|16476,Eef1a1|Fos|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Jak1|Jun,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0043030,regulation of macrophage activation,19_GO:0002376 immune system process,-3.6,4.8,5,15189,54,470,8,1.7,0.6,12606|13011|13032|14824|15510|16190|16859|22259,Cebpa|Cst7|Ctsc|Grn|Hspd1|Il4ra|Lgals9|Nr1h3,-1.9,Resident_Mfs
Reactome Gene Sets,6,R-MMU-2132295,MHC class II antigen presentation,,-3.6,3.6,4.6,15189,99,470,11,2.3,0.7,12330|13030|13032|13033|13036|13039|13040|16149|19025|19141|65972,Canx|Ctsb|Ctsc|Ctsd|Ctsh|Ctsl|Ctss|Cd74|Ctsa|Lgmn|Ifi30,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0002685,regulation of leukocyte migration,19_GO:0040011 locomotion,-3.6,2.6,4.3,15189,226,470,18,3.8,0.89,11350|11629|12267|12317|12520|12978|13051|14747|15945|16149|16859|17387|18438|18708|19141|19260|27226|54371,Abl1|Aif1|C3ar1|Calr|Cd81|Csf1r|Cx3cr1|Cmklr1|Cxcl10|Cd74|Lgals9|Mmp14|P2rx4|Pik3r1|Lgmn|Ptpn22|Pla2g7|Chst2,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0032946,positive regulation of mononuclear cell proliferation,19_GO:0048518 positive regulation of biological process,-3.6,3,4.4,15189,151,470,14,3,0.78,11629|12043|12504|12520|12524|12978|14999|15205|16149|19260|21813|22329|108723|384783,Aif1|Bcl2|Cd4|Cd81|Cd86|Csf1r|H2-DMb1|Hes1|Cd74|Ptpn22|Tgfbr2|Vcam1|Card11|Irs2,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0150146,cell junction disassembly,19_GO:0009987 cellular process,-3.6,12,6.4,15189,11,470,4,0.85,0.42,12259|12260|12262|13051,C1qa|C1qb|C1qc|Cx3cr1,-1.9,Resident_Mfs
GO Molecular Functions,21,GO:0008035,high-density lipoprotein particle binding,,-3.6,12,6.4,15189,11,470,4,0.85,0.42,11303|15510|16975|18830,Abca1|Hspd1|Lrp8|Pltp,-1.9,Resident_Mfs
GO Molecular Functions,21,GO:0016675,"oxidoreductase activity, acting on a heme group of donors",,-3.6,12,6.4,15189,11,470,4,0.85,0.42,12858|17708|17709|17710,Cox5a|COX1|COX2|COX3,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-3.6,1.8,3.9,15189,673,470,38,8.1,1.3,11350|11816|11852|12043|13036|14042|14260|14645|14674|15200|15205|15368|15442|16410|16476|16974|17130|17131|17387|17390|18124|18590|18792|19317|20732|20971|21813|22325|23991|54710|64138|65256|67784|71602|72461|74392|83921|672511,Abl1|Apoe|Rhob|Bcl2|Ctsh|Ext1|Fmn1|Glul|Gna13|Hbegf|Hes1|Hmox1|Hpse|Itgav|Jun|Lrp6|Smad6|Smad7|Mmp14|Mmp2|Nr4a3|Pdgfa|Plau|Qki|Spint1|Sdc4|Tgfbr2|Vav2|Cib1|Hs3st3b1|Ctsz|Asb2|Plxnd1|Myo1e|Prcp|Specc1l|Cemip2|Rnf213,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0014910,regulation of smooth muscle cell migration,19_GO:0040011 locomotion,-3.6,3.6,4.6,15189,100,470,11,2.3,0.7,11629|12043|13653|14673|14674|17918|18124|18590|18792|108058|214968,Aif1|Bcl2|Egr1|Gna12|Gna13|Myo5a|Nr4a3|Pdgfa|Plau|Camk2d|Sema6d,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0051235,maintenance of location,19_GO:0051179 localization,-3.6,2.9,4.3,15189,170,470,15,3.2,0.81,11520|11816|12388|12504|14325|15211|15277|16859|16889|66915|67963|211323|231070|268903|672511,Plin2|Apoe|Ctnnd1|Cd4|Ftl1|Hexa|Hk2|Lgals9|Lipa|Cops9|Npc2|Nrg1|Insig1|Nrip1|Rnf213,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0042129,regulation of T cell proliferation,19_GO:0002376 immune system process,-3.6,2.7,4.3,15189,189,470,16,3.4,0.84,11629|12504|12520|12524|14960|14999|15205|16859|18782|19260|20971|21813|22329|93695|94185|108723,Aif1|Cd4|Cd81|Cd86|H2-Aa|H2-DMb1|Hes1|Lgals9|Pla2g2d|Ptpn22|Sdc4|Tgfbr2|Vcam1|Gpnmb|Tnfrsf21|Card11,-1.9,Resident_Mfs
GO Biological Processes,19,GO:1905523,positive regulation of macrophage migration,19_GO:0040011 locomotion,-3.6,6.5,5.4,15189,30,470,6,1.3,0.52,12267|12978|13051|14747|17387|18438,C3ar1|Csf1r|Cx3cr1|Cmklr1|Mmp14|P2rx4,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0071353,cellular response to interleukin-4,19_GO:0050896 response to stimulus,-3.6,6.5,5.4,15189,30,470,6,1.3,0.52,15516|16190|16451|17533|27367|75766,Hsp90ab1|Il4ra|Jak1|Mrc1|Rpl3|Dcstamp,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0060142,regulation of syncytium formation by plasma membrane fusion,19_GO:0032502 developmental process,-3.6,6.5,5.4,15189,30,470,6,1.3,0.52,15945|16190|17329|23886|52163|75766,Cxcl10|Il4ra|Cxcl9|Gdf15|Camk1|Dcstamp,-1.9,Resident_Mfs
Reactome Gene Sets,6,R-MMU-174824,"Plasma lipoprotein assembly, remodeling, and clearance",,-3.6,4.7,4.9,15189,55,470,8,1.7,0.6,11303|11813|11816|16889|18830|22259|67963|320024,Abca1|Apoc2|Apoe|Lipa|Pltp|Nr1h3|Npc2|Nceh1,-1.9,Resident_Mfs
GO Biological Processes,19,GO:1903707,negative regulation of hemopoiesis,19_GO:0002376 immune system process,-3.6,3.3,4.5,15189,117,470,12,2.6,0.73,12262|12399|12606|15507|16149|16190|16658|17131|18708|65963|66058|234515,C1qc|Runx3|Cebpa|Hspb1|Cd74|Il4ra|Mafb|Smad7|Pik3r1|Tmem176b|Tmem176a|Inpp4b,-1.9,Resident_Mfs
Reactome Gene Sets,6,R-MMU-173623,Classical antibody-mediated complement activation,,-3.6,19,7.3,15189,5,470,3,0.64,0.37,12259|12260|12262,C1qa|C1qb|C1qc,-1.9,Resident_Mfs
GO Molecular Functions,21,GO:0042289,MHC class II protein binding,,-3.6,19,7.3,15189,5,470,3,0.64,0.37,12504|12520|16149,Cd4|Cd81|Cd74,-1.9,Resident_Mfs
GO Biological Processes,19,GO:1905952,regulation of lipid localization,19_GO:0051179 localization,-3.5,3,4.3,15189,153,470,14,3,0.78,11303|11520|11813|11816|11980|14792|16410|18439|18830|20288|22259|67484|211323|384783,Abca1|Plin2|Apoc2|Apoe|Atp8a1|Lpcat3|Itgav|P2rx7|Pltp|Msr1|Nr1h3|Eepd1|Nrg1|Irs2,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0070663,regulation of leukocyte proliferation,19_GO:0050789 regulation of biological process,-3.5,2.4,4.1,15189,270,470,20,4.3,0.93,11629|12043|12504|12520|12524|12978|14960|14999|15205|16149|16859|18782|19260|20971|21813|22329|93695|94185|108723|384783,Aif1|Bcl2|Cd4|Cd81|Cd86|Csf1r|H2-Aa|H2-DMb1|Hes1|Cd74|Lgals9|Pla2g2d|Ptpn22|Sdc4|Tgfbr2|Vcam1|Gpnmb|Tnfrsf21|Card11|Irs2,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-3.5,2.4,4.1,15189,270,470,20,4.3,0.93,11520|11740|11816|16513|16592|18439|18669|18671|18782|19156|20511|27405|50934|55951|56857|72472|76408|100604|105727|319924,Plin2|Slc25a5|Apoe|Kcnj10|Fabp5|P2rx7|Abcb1b|Abcb1a|Pla2g2d|Psap|Slc1a2|Abcg3|Slc7a8|Mpc1|Slc37a2|Slc16a10|Abcc3|Lrrc8c|Slc38a1|Apba1,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0090075,relaxation of muscle,19_GO:0032501 multicellular organismal process,-3.5,8.1,5.7,15189,20,470,5,1.1,0.47,11938|18438|19735|20541|108058,Atp2a2|P2rx4|Rgs2|Slc8a1|Camk2d,-1.9,Resident_Mfs
GO Biological Processes,19,GO:0000302,response to reactive oxygen species,19_GO:0050896 response to stimulus,-3.5,2.9,4.3,15189,154,470,14,3,0.78,11350|11758|11852|12043|14281|15368|16476|16649|17390|18124|19261|20541|26362|28240,Abl1|Prdx6|Rhob|Bcl2|Fos|Hmox1|Jun|Kpna4|Mmp2|Nr4a3|Sirpa|Slc8a1|Axl|Trpm2,-1.8,Resident_Mfs
GO Biological Processes,19,GO:0042542,response to hydrogen peroxide,19_GO:0050896 response to stimulus,-3.5,3.8,4.6,15189,86,470,10,2.1,0.67,11350|11852|12043|15368|16649|17390|18124|19261|26362|28240,Abl1|Rhob|Bcl2|Hmox1|Kpna4|Mmp2|Nr4a3|Sirpa|Axl|Trpm2,-1.8,Resident_Mfs
GO Molecular Functions,21,GO:0008238,exopeptidase activity,,-3.5,3.8,4.6,15189,86,470,10,2.1,0.67,12751|13032|13036|13039|17387|19025|54381|64138|66054|72461,Tpp1|Ctsc|Ctsh|Ctsl|Mmp14|Ctsa|Cpq|Ctsz|Cndp2|Prcp,-1.8,Resident_Mfs
GO Biological Processes,19,GO:0070670,response to interleukin-4,19_GO:0050896 response to stimulus,-3.5,6.3,5.2,15189,31,470,6,1.3,0.52,15516|16190|16451|17533|27367|75766,Hsp90ab1|Il4ra|Jak1|Mrc1|Rpl3|Dcstamp,-1.8,Resident_Mfs
Reactome Gene Sets,6,R-MMU-2262752,Cellular responses to stress,,-3.5,2.1,3.9,15189,424,470,27,5.7,1.1,11758|12858|13627|14281|15368|15481|15502|15505|15511|15516|15519|16476|17708|17709|17710|17992|23950|27060|29810|50758|78943|81489|108058|109151|193740|233016|329679,Prdx6|Cox5a|Eef1a1|Fos|Hmox1|Hspa8|Dnaja1|Hsph1|Hspa1b|Hsp90ab1|Hsp90aa1|Jun|COX1|COX2|COX3|Ndufa4|Dnajb6|Tcirg1|Bag3|Fbxl17|Ern1|Dnajb1|Camk2d|Chd9|Hspa1a|Blvrb|Fnip2,-1.8,Resident_Mfs
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-3.5,1.9,3.9,15189,586,470,34,7.2,1.2,11350|11747|11852|11910|11938|12399|13032|13033|13036|13039|13040|13653|14824|14827|15368|15502|15510|16476|16974|17390|18124|18439|18611|21664|23882|52521|56213|57748|64138|64294|67603|76089|80707|108058,Abl1|Anxa5|Rhob|Atf3|Atp2a2|Runx3|Ctsc|Ctsd|Ctsh|Ctsl|Ctss|Egr1|Grn|Pdia3|Hmox1|Dnaja1|Hspd1|Jun|Lrp6|Mmp2|Nr4a3|P2rx7|Pea15a|Phlda1|Gadd45g|Zfp622|Htra1|Jmy|Ctsz|Itm2c|Dusp6|Rapgef2|Wwox|Camk2d,-1.8,Resident_Mfs
GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-3.5,2.3,4,15189,294,470,21,4.5,0.95,11350|11740|12043|12504|13039|13653|14961|14998|16149|16190|16658|16889|17289|18708|18782|19156|19260|23882|26362|27060|108723,Abl1|Slc25a5|Bcl2|Cd4|Ctsl|Egr1|H2-Ab1|H2-DMa|Cd74|Il4ra|Mafb|Lipa|Mertk|Pik3r1|Pla2g2d|Psap|Ptpn22|Gadd45g|Axl|Tcirg1|Card11,-1.8,Resident_Mfs
GO Biological Processes,19,GO:0009408,response to heat,19_GO:0050896 response to stimulus,-3.5,3.7,4.5,15189,87,470,10,2.1,0.67,15368|15502|15511|15516|15519|28240|29810|81489|193740|217715,Hmox1|Dnaja1|Hspa1b|Hsp90ab1|Hsp90aa1|Trpm2|Bag3|Dnajb1|Hspa1a|Eif2b2,-1.8,Resident_Mfs
GO Biological Processes,19,GO:2000668,regulation of dendritic cell apoptotic process,19_GO:0050789 regulation of biological process,-3.4,11,6.1,15189,12,470,4,0.85,0.42,12043|18124|26362|76089,Bcl2|Nr4a3|Axl|Rapgef2,-1.8,Resident_Mfs
GO Biological Processes,19,GO:0046849,bone remodeling,19_GO:0032501 multicellular organismal process,-3.4,5.1,4.9,15189,44,470,7,1.5,0.56,11433|12751|13040|14042|16974|17342|27060,Acp5|Tpp1|Ctss|Ext1|Lrp6|Mitf|Tcirg1,-1.8,Resident_Mfs
GO Molecular Functions,21,GO:0060590,ATPase regulator activity,,-3.4,5.1,4.9,15189,44,470,7,1.5,0.56,15502|15505|23950|29810|67035|81489|329679,Dnaja1|Hsph1|Dnajb6|Bag3|Dnajb4|Dnajb1|Fnip2,-1.8,Resident_Mfs
GO Biological Processes,19,GO:0043524,negative regulation of neuron apoptotic process,19_GO:0048519 negative regulation of biological process,-3.4,2.8,4.2,15189,176,470,15,3.2,0.81,11816|12043|12443|13051|14824|15368|15505|15510|15516|16476|17748|18124|19141|26362|67784,Apoe|Bcl2|Ccnd1|Cx3cr1|Grn|Hmox1|Hsph1|Hspd1|Hsp90ab1|Jun|Mt1|Nr4a3|Lgmn|Axl|Plxnd1,-1.8,Resident_Mfs
GO Biological Processes,19,GO:0045333,cellular respiration,19_GO:0008152 metabolic process,-3.4,2.8,4.2,15189,176,470,15,3.2,0.81,12858|15926|17705|17708|17709|17710|17711|17716|17717|17718|17719|17720|17721|18124|56857,Cox5a|Idh1|ATP6|COX1|COX2|COX3|CYTB|ND1|ND2|ND3|ND4|ND4L|ND5|Nr4a3|Slc37a2,-1.8,Resident_Mfs
