Category	CategoryID	GO	Description	PARENT_GO	LogP	Enrichment	Z-score	#TotalGeneInLibrary	#GeneInGO	#GeneInHitList	#GeneInGOAndHitList	%InGO	STDV %InGO	GeneID	Hits	Log(q-value)	GeneList
GO Cellular Components	20	GO:0005770	late endosome		-2.7	2.4	3.5	16230	236	398	14	3.5	0.92	12512|13649|14961|14969|14998|14999|15944|16149|18174|50791|71779|80876|213053|231440	Cd63|Egfr|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Irgm1|Cd74|Slc11a2|Magi2|Marchf8|Ifitm2|Slc39a14|Parm1	-2	SMCs_UP
GO Biological Processes	19	GO:0002832	negative regulation of response to biotic stimulus	19_GO:0048519 negative regulation of biological process	-2.7	3	3.7	16230	138	398	10	2.5	0.78	12258|15944|16145|20723|21354|21355|21929|54396|56045|74748	Serping1|Irgm1|Igtp|Serpinb9|Tap1|Tap2|Tnfaip3|Irgm2|Samhd1|Slamf8	-2	SMCs_UP
GO Biological Processes	19	GO:1900120	regulation of receptor binding	19_GO:0065007 biological regulation	-2.7	7.1	4.6	16230	23	398	4	1	0.5	11820|12010|16948|23893	App|B2m|Lox|Grem2	-2	SMCs_UP
GO Biological Processes	19	GO:0032930	positive regulation of superoxide anion generation	19_GO:0048518 positive regulation of biological process	-2.7	7.1	4.6	16230	23	398	4	1	0.5	11820|13057|13649|14825	App|Cyba|Egfr|Cxcl1	-2	SMCs_UP
GO Biological Processes	19	GO:0090141	positive regulation of mitochondrial fission	19_GO:0032502 developmental process	-2.7	7.1	4.6	16230	23	398	4	1	0.5	13179|15944|16145|54396	Dcn|Irgm1|Igtp|Irgm2	-2	SMCs_UP
GO Biological Processes	19	GO:0051043	regulation of membrane protein ectodomain proteolysis	19_GO:0008152 metabolic process	-2.7	7.1	4.6	16230	23	398	4	1	0.5	11820|16176|21857|27059	App|Il1b|Timp1|Sh3d19	-2	SMCs_UP
GO Biological Processes	19	GO:1901888	regulation of cell junction assembly	19_GO:0050789 regulation of biological process	-2.7	2.4	3.5	16230	237	398	14	3.5	0.92	11426|11820|14260|14758|16176|18186|18606|23892|29819|29875|64085|71436|99633|208177	Macf1|App|Fmn1|Gpm6b|Il1b|Nrp1|Enpp2|Grem1|Stau2|Iqgap1|Clstn2|Flrt3|Adgrl2|Phldb2	-2	SMCs_UP
GO Biological Processes	19	GO:0080164	regulation of nitric oxide metabolic process	19_GO:0008152 metabolic process	-2.7	3.9	3.9	16230	74	398	7	1.8	0.66	11820|12759|16176|16423|16452|20656|21898	App|Clu|Il1b|Cd47|Jak2|Sod2|Tlr4	-2	SMCs_UP
GO Biological Processes	19	GO:0032722	positive regulation of chemokine production	19_GO:0048518 positive regulation of biological process	-2.7	3.9	3.9	16230	74	398	7	1.8	0.66	11491|11820|16149|16176|20304|21898|77125	Adam17|App|Cd74|Il1b|Ccl5|Tlr4|Il33	-2	SMCs_UP
GO Biological Processes	19	GO:0019722	calcium-mediated signaling	19_GO:0050896 response to stimulus	-2.7	3.2	3.7	16230	116	398	9	2.3	0.75	11820|12671|15944|16145|20191|20541|22329|54396|109676	App|Chrm3|Irgm1|Igtp|Ryr2|Slc8a1|Vcam1|Irgm2|Ank2	-2	SMCs_UP
GO Biological Processes	19	GO:1900225	regulation of NLRP3 inflammasome complex assembly	19_GO:0050789 regulation of biological process	-2.7	5.4	4.3	16230	38	398	5	1.3	0.56	15944|16145|21898|54396|229898	Irgm1|Igtp|Tlr4|Irgm2|Gbp5	-2	SMCs_UP
GO Biological Processes	19	GO:0034110	regulation of homotypic cell-cell adhesion	19_GO:0050789 regulation of biological process	-2.7	5.4	4.3	16230	38	398	5	1.3	0.56	16452|16852|19218|20304|20720	Jak2|Lgals1|Ptger3|Ccl5|Serpine2	-2	SMCs_UP
GO Biological Processes	19	GO:0044057	regulation of system process	19_GO:0032501 multicellular organismal process	-2.6	1.8	3.2	16230	609	398	27	6.8	1.3	11535|11820|12168|12288|12671|12846|13032|13057|13649|14165|15234|16175|16452|19218|19736|20191|20193|20312|20541|20928|21336|21898|56484|57814|77125|109676|216033	Adm|App|Bmpr2|Cacna1c|Chrm3|Comt|Ctsc|Cyba|Egfr|Fgf10|Hgf|Il1a|Jak2|Ptger3|Rgs4|Ryr2|S100a1|Cx3cl1|Slc8a1|Abcc9|Tacr1|Tlr4|Foxo3|Kcne4|Il33|Ank2|Ctnna3	-2	SMCs_UP
GO Biological Processes	19	GO:0032675	regulation of interleukin-6 production	19_GO:0032501 multicellular organismal process	-2.6	2.8	3.6	16230	163	398	11	2.8	0.82	11820|13057|15234|16149|16175|16176|16423|17164|21898|21929|77125	App|Cyba|Hgf|Cd74|Il1a|Il1b|Cd47|Mapkapk2|Tlr4|Tnfaip3|Il33	-2	SMCs_UP
GO Biological Processes	19	GO:0032652	regulation of interleukin-1 production	19_GO:0032501 multicellular organismal process	-2.6	3.1	3.7	16230	117	398	9	2.3	0.75	11820|13610|16452|20312|21898|21929|24047|229898|282663	App|S1pr3|Jak2|Cx3cl1|Tlr4|Tnfaip3|Ccl19|Gbp5|Serpinb1b	-2	SMCs_UP
KEGG Pathway	24	mmu04810	Regulation of actin cytoskeleton - Mus musculus (house mouse)		-2.6	2.5	3.5	16230	213	398	13	3.3	0.89	11867|12671|13649|14165|14178|14701|14745|18595|29875|50884|54004|109700|320910	Arpc1b|Chrm3|Egfr|Fgf10|Fgf7|Gng12|Lpar1|Pdgfra|Iqgap1|Nckap1|Diaph2|Itga1|Itgb8	-2	SMCs_UP
GO Biological Processes	19	GO:0070252	actin-mediated cell contraction	19_GO:0009987 cellular process	-2.6	4.4	4	16230	56	398	6	1.5	0.61	12288|20191|20928|22290|57814|109676	Cacna1c|Ryr2|Abcc9|Uty|Kcne4|Ank2	-2	SMCs_UP
GO Biological Processes	19	GO:0006749	glutathione metabolic process	19_GO:0008152 metabolic process	-2.6	4.4	4	16230	56	398	6	1.5	0.61	14862|14863|18023|20656|26570|56615	Gstm1|Gstm2|Nfe2l1|Sod2|Slc7a11|Mgst1	-2	SMCs_UP
GO Biological Processes	19	GO:0052372	modulation by symbiont of entry into host	19_GO:0044419 biological process involved in interspecies interaction between organisms	-2.6	4.4	4	16230	56	398	6	1.5	0.61	16149|16852|17069|66141|68713|80876	Cd74|Lgals1|Ly6e|Ifitm3|Ifitm1|Ifitm2	-2	SMCs_UP
GO Biological Processes	19	GO:0032956	regulation of actin cytoskeleton organization	19_GO:0050789 regulation of biological process	-2.6	2.1	3.3	16230	348	398	18	4.5	1	14260|14745|14758|16175|16423|17973|18186|18484|19736|20312|21336|29819|50490|50884|68178|68732|104027|208177	Fmn1|Lpar1|Gpm6b|Il1a|Cd47|Nck1|Nrp1|Pam|Rgs4|Cx3cl1|Tacr1|Stau2|Nox4|Nckap1|Cgnl1|Carmil1|Synpo|Phldb2	-2	SMCs_UP
GO Cellular Components	20	GO:0098858	actin-based cell projection		-2.6	2.5	3.4	16230	214	398	13	3.3	0.89	11308|11820|11994|17105|17311|17909|18081|18595|22329|66205|69538|80707|269116	Abi1|App|Pcdh15|Lyz2|Kitl|Myo10|Ninj1|Pdgfra|Vcam1|Cd302|Antxr1|Wwox|Nfasc	-2	SMCs_UP
GO Biological Processes	19	GO:0035239	tube morphogenesis	19_GO:0032502 developmental process	-2.6	1.7	3.1	16230	707	398	30	7.5	1.3	11535|12168|13078|13649|13713|14165|14260|16423|16772|16847|16911|16948|17304|18081|18186|18595|20191|20296|20312|20733|21928|23892|50785|50884|68545|72780|94109|231532|320910|330267	Adm|Bmpr2|Cyp1b1|Egfr|Elk3|Fgf10|Fmn1|Cd47|Lama1|Lepr|Lmo4|Lox|Mfge8|Ninj1|Nrp1|Pdgfra|Ryr2|Ccl2|Cx3cl1|Spint2|Tnfaip2|Grem1|Hs6st1|Nckap1|Ecscr|Rspo3|Csmd1|Arhgap24|Itgb8|Thsd7a	-1.9	SMCs_UP
GO Cellular Components	20	GO:0005797	Golgi medial cisterna		-2.6	6.8	4.5	16230	24	398	4	1	0.5	14964|14972|15018|110557	H2-D1|H2-K1|H2-Q7|H2-Q6	-1.9	SMCs_UP
GO Biological Processes	19	GO:0034755	iron ion transmembrane transport	19_GO:0051179 localization	-2.6	6.8	4.5	16230	24	398	4	1	0.5	16819|18174|117167|213053	Lcn2|Slc11a2|Steap4|Slc39a14	-1.9	SMCs_UP
WikiPathways	27	WP222	Cytokines and inflammatory response		-2.6	6.8	4.5	16230	24	398	4	1	0.5	14825|14969|16175|16176	Cxcl1|H2-Eb1|Il1a|Il1b	-1.9	SMCs_UP
GO Biological Processes	19	GO:0010759	positive regulation of macrophage chemotaxis	19_GO:0040011 locomotion	-2.6	6.8	4.5	16230	24	398	4	1	0.5	20296|20304|20312|76527	Ccl2|Ccl5|Cx3cl1|Il34	-1.9	SMCs_UP
GO Biological Processes	19	GO:0010560	positive regulation of glycoprotein biosynthetic process	19_GO:0048518 positive regulation of biological process	-2.6	6.8	4.5	16230	24	398	4	1	0.5	18795|24047|66175|77125	Plcb1|Ccl19|Mustn1|Il33	-1.9	SMCs_UP
GO Biological Processes	19	GO:0010632	regulation of epithelial cell migration	19_GO:0040011 locomotion	-2.6	2.4	3.4	16230	241	398	14	3.5	0.92	11426|11491|12168|12317|12512|13179|14165|14178|16819|18186|18606|21336|55985|79221	Macf1|Adam17|Bmpr2|Calr|Cd63|Dcn|Fgf10|Fgf7|Lcn2|Nrp1|Enpp2|Tacr1|Cxcl13|Hdac9	-1.9	SMCs_UP
GO Biological Processes	19	GO:0061097	regulation of protein tyrosine kinase activity	19_GO:0008152 metabolic process	-2.6	3.8	3.8	16230	76	398	7	1.8	0.66	11308|11491|11820|19246|23892|50490|76527	Abi1|Adam17|App|Ptpn1|Grem1|Nox4|Il34	-1.9	SMCs_UP
GO Cellular Components	20	GO:0030175	filopodium		-2.6	3.4	3.7	16230	97	398	8	2	0.7	11308|11820|17311|17909|18081|22329|66205|69538	Abi1|App|Kitl|Myo10|Ninj1|Vcam1|Cd302|Antxr1	-1.9	SMCs_UP
GO Biological Processes	19	GO:0032479	regulation of type I interferon production	19_GO:0032501 multicellular organismal process	-2.6	3.1	3.6	16230	119	398	9	2.3	0.75	15944|16145|17472|20846|21353|21898|22031|54396|215243	Irgm1|Igtp|Gbp4|Stat1|Tank|Tlr4|Traf3|Irgm2|Traf3ip3	-1.9	SMCs_UP
GO Biological Processes	19	GO:0007159	leukocyte cell-cell adhesion	19_GO:0009987 cellular process	-2.6	4.3	3.9	16230	57	398	6	1.5	0.61	16176|16423|20202|20304|22329|57783	Il1b|Cd47|S100a9|Ccl5|Vcam1|Tnip1	-1.9	SMCs_UP
GO Biological Processes	19	GO:1902808	positive regulation of cell cycle G1/S phase transition	19_GO:0048518 positive regulation of biological process	-2.6	4.3	3.9	16230	57	398	6	1.5	0.61	11491|13649|14165|18795|81702|218793	Adam17|Egfr|Fgf10|Plcb1|Ankrd17|Ube2e2	-1.9	SMCs_UP
GO Biological Processes	19	GO:0098926	postsynaptic signal transduction	19_GO:0050896 response to stimulus	-2.6	4.3	3.9	16230	57	398	6	1.5	0.61	11308|12671|17069|18795|110454|234214	Abi1|Chrm3|Ly6e|Plcb1|Ly6a|Sorbs2	-1.9	SMCs_UP
GO Biological Processes	19	GO:1902903	regulation of supramolecular fiber organization	19_GO:0050789 regulation of biological process	-2.6	2	3.3	16230	379	398	19	4.8	1.1	11568|11820|12759|14260|14544|14745|16423|17973|18186|19736|20312|21336|50490|50884|68178|68732|104027|208177|260315	Aebp1|App|Clu|Fmn1|Gda|Lpar1|Cd47|Nck1|Nrp1|Rgs4|Cx3cl1|Tacr1|Nox4|Nckap1|Cgnl1|Carmil1|Synpo|Phldb2|Nav3	-1.9	SMCs_UP
GO Biological Processes	19	GO:1904415	regulation of xenophagy	19_GO:0044419 biological process involved in interspecies interaction between organisms	-2.6	10	5.1	16230	12	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.9	SMCs_UP
GO Biological Processes	19	GO:1904417	positive regulation of xenophagy	19_GO:0044419 biological process involved in interspecies interaction between organisms	-2.6	10	5.1	16230	12	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.9	SMCs_UP
GO Biological Processes	19	GO:0014832	urinary bladder smooth muscle contraction	19_GO:0032501 multicellular organismal process	-2.6	10	5.1	16230	12	398	3	0.75	0.43	12288|19218|21336	Cacna1c|Ptger3|Tacr1	-1.9	SMCs_UP
GO Biological Processes	19	GO:0030948	negative regulation of vascular endothelial growth factor receptor signaling pathway	19_GO:0048519 negative regulation of biological process	-2.6	10	5.1	16230	12	398	3	0.75	0.43	12509|13855|19246	Cd59a|Epn2|Ptpn1	-1.9	SMCs_UP
GO Biological Processes	19	GO:0006828	manganese ion transport	19_GO:0051179 localization	-2.6	10	5.1	16230	12	398	3	0.75	0.43	18174|20191|213053	Slc11a2|Ryr2|Slc39a14	-1.9	SMCs_UP
Reactome Gene Sets	6	R-MMU-6785807	Interleukin-4 and Interleukin-13 signaling		-2.6	10	5.1	16230	12	398	3	0.75	0.43	16164|16452|22027	Il13ra1|Jak2|Hsp90b1	-1.9	SMCs_UP
GO Biological Processes	19	GO:0045906	negative regulation of vasoconstriction	19_GO:0048519 negative regulation of biological process	-2.6	10	5.1	16230	12	398	3	0.75	0.43	11535|12168|20312	Adm|Bmpr2|Cx3cl1	-1.9	SMCs_UP
GO Biological Processes	19	GO:1902947	regulation of tau-protein kinase activity	19_GO:0008152 metabolic process	-2.6	10	5.1	16230	12	398	3	0.75	0.43	11820|12759|15234	App|Clu|Hgf	-1.9	SMCs_UP
GO Biological Processes	19	GO:0098911	regulation of ventricular cardiac muscle cell action potential	19_GO:0032501 multicellular organismal process	-2.6	10	5.1	16230	12	398	3	0.75	0.43	12288|20191|216033	Cacna1c|Ryr2|Ctnna3	-1.9	SMCs_UP
GO Biological Processes	19	GO:0045348	positive regulation of MHC class II biosynthetic process	19_GO:0048518 positive regulation of biological process	-2.6	10	5.1	16230	12	398	3	0.75	0.43	16452|21898|77125	Jak2|Tlr4|Il33	-1.9	SMCs_UP
GO Biological Processes	19	GO:0060759	regulation of response to cytokine stimulus	19_GO:0050896 response to stimulus	-2.6	2.9	3.5	16230	143	398	10	2.5	0.78	11491|15944|16145|16149|16177|16195|21898|54396|56045|58203	Adam17|Irgm1|Igtp|Cd74|Il1r1|Il6st|Tlr4|Irgm2|Samhd1|Zbp1	-1.9	SMCs_UP
GO Biological Processes	19	GO:0051496	positive regulation of stress fiber assembly	19_GO:0048518 positive regulation of biological process	-2.5	4.2	3.9	16230	58	398	6	1.5	0.61	14745|16423|18186|21336|50490|68732	Lpar1|Cd47|Nrp1|Tacr1|Nox4|Carmil1	-1.9	SMCs_UP
GO Molecular Functions	21	GO:0008235	metalloexopeptidase activity		-2.5	4.2	3.9	16230	58	398	6	1.5	0.61	11491|11568|12876|56264|72061|80898	Adam17|Aebp1|Cpe|Cpxm1|Aopep|Erap1	-1.9	SMCs_UP
GO Biological Processes	19	GO:0071363	cellular response to growth factor stimulus	19_GO:0050896 response to stimulus	-2.5	2	3.2	16230	411	398	20	5	1.1	12168|13649|14165|14178|15234|17164|18027|18186|18595|20296|21898|26564|29875|50791|55985|71436|80707|83453|110521|320910	Bmpr2|Egfr|Fgf10|Fgf7|Hgf|Mapkapk2|Nfia|Nrp1|Pdgfra|Ccl2|Tlr4|Ror2|Iqgap1|Magi2|Cxcl13|Flrt3|Wwox|Chrdl1|Hivep1|Itgb8	-1.9	SMCs_UP
GO Biological Processes	19	GO:0034767	positive regulation of monoatomic ion transmembrane transport	19_GO:0051179 localization	-2.5	2.5	3.4	16230	193	398	12	3	0.86	12288|15980|16819|17329|18795|19739|20191|20193|20296|20312|109676|241528	Cacna1c|Ifngr2|Lcn2|Cxcl9|Plcb1|Rgs9|Ryr2|S100a1|Ccl2|Cx3cl1|Ank2|Lrrc55	-1.9	SMCs_UP
GO Biological Processes	19	GO:0021782	glial cell development	19_GO:0032502 developmental process	-2.5	3	3.6	16230	121	398	9	2.3	0.75	11820|12759|13649|14758|15979|16176|20202|21898|26564	App|Clu|Egfr|Gpm6b|Ifngr1|Il1b|S100a9|Tlr4|Ror2	-1.9	SMCs_UP
GO Biological Processes	19	GO:0032651	regulation of interleukin-1 beta production	19_GO:0032501 multicellular organismal process	-2.5	3.3	3.6	16230	99	398	8	2	0.7	11820|13610|16452|21898|21929|24047|229898|282663	App|S1pr3|Jak2|Tlr4|Tnfaip3|Ccl19|Gbp5|Serpinb1b	-1.9	SMCs_UP
GO Biological Processes	19	GO:0044090	positive regulation of vacuole organization	19_GO:0048518 positive regulation of biological process	-2.5	6.5	4.4	16230	25	398	4	1	0.5	15944|16145|54396|170625	Irgm1|Igtp|Irgm2|Snx18	-1.9	SMCs_UP
GO Molecular Functions	21	GO:0001848	complement binding		-2.5	6.5	4.4	16230	25	398	4	1	0.5	12258|12268|12317|12509	Serping1|C4b|Calr|Cd59a	-1.9	SMCs_UP
GO Biological Processes	19	GO:0046688	response to copper ion	19_GO:0050896 response to stimulus	-2.5	6.5	4.4	16230	25	398	4	1	0.5	12870|16175|18023|20657	Cp|Il1a|Nfe2l1|Sod3	-1.9	SMCs_UP
GO Molecular Functions	21	GO:0008047	enzyme activator activity		-2.5	1.8	3.1	16230	561	398	25	6.3	1.2	11308|11820|12168|13032|13649|15944|16145|16195|18186|18795|19186|19188|19414|19734|19736|19739|20304|20307|21353|23892|29875|52552|54396|117600|231532	Abi1|App|Bmpr2|Ctsc|Egfr|Irgm1|Igtp|Il6st|Nrp1|Plcb1|Psme1|Psme2|Rasa3|Rgs16|Rgs4|Rgs9|Ccl5|Ccl8|Tank|Grem1|Iqgap1|Parp8|Irgm2|Srgap1|Arhgap24	-1.9	SMCs_UP
GO Biological Processes	19	GO:0010001	glial cell differentiation	19_GO:0032502 developmental process	-2.5	2.4	3.3	16230	220	398	13	3.3	0.89	11820|12759|13649|14165|14758|15979|16176|17936|18023|18027|20202|21898|26564	App|Clu|Egfr|Fgf10|Gpm6b|Ifngr1|Il1b|Nab1|Nfe2l1|Nfia|S100a9|Tlr4|Ror2	-1.9	SMCs_UP
GO Biological Processes	19	GO:0030522	intracellular receptor signaling pathway	19_GO:0050896 response to stimulus	-2.5	3	3.5	16230	122	398	9	2.3	0.75	13123|15944|16145|16452|21898|54396|71481|140792|211550	Cyp7b1|Irgm1|Igtp|Jak2|Tlr4|Irgm2|Alpk1|Colec12|Tifa	-1.9	SMCs_UP
GO Biological Processes	19	GO:0095500	acetylcholine receptor signaling pathway	19_GO:0050896 response to stimulus	-2.5	5	4	16230	41	398	5	1.3	0.56	12671|17069|18795|110454|234214	Chrm3|Ly6e|Plcb1|Ly6a|Sorbs2	-1.9	SMCs_UP
GO Biological Processes	19	GO:0031663	lipopolysaccharide-mediated signaling pathway	19_GO:0044419 biological process involved in interspecies interaction between organisms	-2.5	5	4	16230	41	398	5	1.3	0.56	16176|20296|20304|20846|21898	Il1b|Ccl2|Ccl5|Stat1|Tlr4	-1.9	SMCs_UP
GO Biological Processes	19	GO:0001525	angiogenesis	19_GO:0032502 developmental process	-2.5	2.1	3.2	16230	328	398	17	4.3	1	13078|13713|16423|16847|17304|18081|18186|18595|20296|20312|21928|23892|50785|68545|72780|231532|330267	Cyp1b1|Elk3|Cd47|Lepr|Mfge8|Ninj1|Nrp1|Pdgfra|Ccl2|Cx3cl1|Tnfaip2|Grem1|Hs6st1|Ecscr|Rspo3|Arhgap24|Thsd7a	-1.9	SMCs_UP
GO Molecular Functions	21	GO:0005507	copper ion binding		-2.5	4.1	3.8	16230	59	398	6	1.5	0.61	12870|16175|16948|18174|18484|20657	Cp|Il1a|Lox|Slc11a2|Pam|Sod3	-1.9	SMCs_UP
GO Biological Processes	19	GO:0045071	negative regulation of viral genome replication	19_GO:0016032 viral process	-2.5	4.1	3.8	16230	59	398	6	1.5	0.61	20304|22038|66141|68713|80750|80876	Ccl5|Plscr1|Ifitm3|Ifitm1|N4bp1|Ifitm2	-1.9	SMCs_UP
GO Biological Processes	19	GO:0061045	negative regulation of wound healing	19_GO:0048519 negative regulation of biological process	-2.5	4.1	3.8	16230	59	398	6	1.5	0.61	12258|18595|19218|20720|21788|208177	Serping1|Pdgfra|Ptger3|Serpine2|Tfpi|Phldb2	-1.9	SMCs_UP
WikiPathways	27	WP385	Myometrial relaxation and contraction pathways		-2.5	2.8	3.5	16230	146	398	10	2.5	0.78	11535|14701|14745|16010|16176|19734|19736|19739|20191|20541	Adm|Gng12|Lpar1|Igfbp4|Il1b|Rgs16|Rgs4|Rgs9|Ryr2|Slc8a1	-1.9	SMCs_UP
GO Biological Processes	19	GO:0042445	hormone metabolic process	19_GO:0008152 metabolic process	-2.5	2.8	3.5	16230	146	398	10	2.5	0.78	11535|12846|12876|13078|14600|15483|18595|19659|20502|22027	Adm|Comt|Cpe|Cyp1b1|Ghr|Hsd11b1|Pdgfra|Rbp1|Slc16a2|Hsp90b1	-1.9	SMCs_UP
GO Biological Processes	19	GO:0009636	response to toxic substance	19_GO:0050896 response to stimulus	-2.5	3	3.5	16230	123	398	9	2.3	0.75	13078|14102|14862|14863|16819|20304|20656|20657|26570	Cyp1b1|Fas|Gstm1|Gstm2|Lcn2|Ccl5|Sod2|Sod3|Slc7a11	-1.9	SMCs_UP
GO Biological Processes	19	GO:0050769	positive regulation of neurogenesis	19_GO:0032502 developmental process	-2.5	2.2	3.2	16230	302	398	16	4	0.98	11426|12168|13649|16176|16195|17118|18186|18606|20312|20720|29819|76527|77125|233489|246048|545156	Macf1|Bmpr2|Egfr|Il1b|Il6st|Marcks|Nrp1|Enpp2|Cx3cl1|Serpine2|Stau2|Il34|Il33|Picalm|Chodl|Kalrn	-1.9	SMCs_UP
GO Biological Processes	19	GO:0032989	cellular component morphogenesis	19_GO:0032502 developmental process	-2.5	1.8	3.1	16230	626	398	27	6.8	1.3	11308|11491|11820|12552|12661|12759|13175|13649|14457|16772|16880|16911|18174|18186|18595|29875|50884|71436|77300|80883|98496|109700|218194|233489|244281|269116|545156	Abi1|Adam17|App|Cdh11|Chl1|Clu|Dclk1|Egfr|Gas7|Lama1|Lifr|Lmo4|Slc11a2|Nrp1|Pdgfra|Iqgap1|Nckap1|Flrt3|Raph1|Ntng1|Pid1|Itga1|Phactr1|Picalm|Myo16|Nfasc|Kalrn	-1.9	SMCs_UP
KEGG Pathway	24	mmu04933	AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)		-2.5	3.2	3.6	16230	101	398	8	2	0.7	16175|16176|16452|18795|20296|20846|22329|50490	Il1a|Il1b|Jak2|Plcb1|Ccl2|Stat1|Vcam1|Nox4	-1.8	SMCs_UP
GO Biological Processes	19	GO:1901214	regulation of neuron death	19_GO:0050789 regulation of biological process	-2.5	2	3.2	16230	359	398	18	4.5	1	11820|12661|12759|14102|14600|16176|16195|16452|16819|18186|20296|20304|20312|20656|80890|109700|112407|233489	App|Chl1|Clu|Fas|Ghr|Il1b|Il6st|Jak2|Lcn2|Nrp1|Ccl2|Ccl5|Cx3cl1|Sod2|Trim2|Itga1|Egln3|Picalm	-1.8	SMCs_UP
GO Biological Processes	19	GO:0030193	regulation of blood coagulation	19_GO:0032501 multicellular organismal process	-2.5	4.1	3.8	16230	60	398	6	1.5	0.61	12258|18595|19218|20202|20720|21788	Serping1|Pdgfra|Ptger3|S100a9|Serpine2|Tfpi	-1.8	SMCs_UP
GO Biological Processes	19	GO:0006879	intracellular iron ion homeostasis	19_GO:0042592 homeostatic process	-2.5	4.1	3.8	16230	60	398	6	1.5	0.61	12010|14319|18174|117167|213053|233489	B2m|Fth1|Slc11a2|Steap4|Slc39a14|Picalm	-1.8	SMCs_UP
GO Biological Processes	19	GO:0008015	blood circulation	19_GO:0032501 multicellular organismal process	-2.5	2	3.2	16230	388	398	19	4.8	1.1	11535|12168|12288|12671|13057|13649|19218|20191|20312|20541|20656|20657|20928|21336|21873|22290|57814|109676|109700	Adm|Bmpr2|Cacna1c|Chrm3|Cyba|Egfr|Ptger3|Ryr2|Cx3cl1|Slc8a1|Sod2|Sod3|Abcc9|Tacr1|Tjp2|Uty|Kcne4|Ank2|Itga1	-1.8	SMCs_UP
GO Biological Processes	19	GO:1903706	regulation of hemopoiesis	19_GO:0002376 immune system process	-2.5	2	3.1	16230	417	398	20	5	1.1	12010|14102|14960|14998|15944|16149|16948|17311|18081|19659|20304|20846|21873|24047|26564|56484|66058|74748|76527|98952	B2m|Fas|H2-Aa|H2-DMa|Irgm1|Cd74|Lox|Kitl|Ninj1|Rbp1|Ccl5|Stat1|Tjp2|Ccl19|Ror2|Foxo3|Tmem176a|Slamf8|Il34|Eeig1	-1.8	SMCs_UP
GO Biological Processes	19	GO:1903020	positive regulation of glycoprotein metabolic process	19_GO:0048518 positive regulation of biological process	-2.5	6.3	4.3	16230	26	398	4	1	0.5	18795|24047|66175|77125	Plcb1|Ccl19|Mustn1|Il33	-1.8	SMCs_UP
GO Biological Processes	19	GO:0060586	multicellular organismal-level iron ion homeostasis	19_GO:0042592 homeostatic process	-2.5	6.3	4.3	16230	26	398	4	1	0.5	12010|18174|20656|233489	B2m|Slc11a2|Sod2|Picalm	-1.8	SMCs_UP
GO Biological Processes	19	GO:0060713	labyrinthine layer morphogenesis	19_GO:0032502 developmental process	-2.5	6.3	4.3	16230	26	398	4	1	0.5	11535|20733|22329|72780	Adm|Spint2|Vcam1|Rspo3	-1.8	SMCs_UP
GO Biological Processes	19	GO:0002726	positive regulation of T cell cytokine production	19_GO:0002376 immune system process	-2.5	6.3	4.3	16230	26	398	4	1	0.5	12010|13136|16176|16177	B2m|Cd55|Il1b|Il1r1	-1.8	SMCs_UP
GO Biological Processes	19	GO:0043405	regulation of MAP kinase activity	19_GO:0008152 metabolic process	-2.5	2.5	3.3	16230	197	398	12	3	0.86	11820|13649|14600|16176|17311|19246|21898|24047|26564|29875|50490|76527	App|Egfr|Ghr|Il1b|Kitl|Ptpn1|Tlr4|Ccl19|Ror2|Iqgap1|Nox4|Il34	-1.8	SMCs_UP
GO Biological Processes	19	GO:0031652	positive regulation of heat generation	19_GO:0042592 homeostatic process	-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	16176|19218|20304	Il1b|Ptger3|Ccl5	-1.8	SMCs_UP
GO Biological Processes	19	GO:0060670	branching involved in labyrinthine layer morphogenesis	19_GO:0032502 developmental process	-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	11535|20733|72780	Adm|Spint2|Rspo3	-1.8	SMCs_UP
GO Biological Processes	19	GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	19_GO:0048519 negative regulation of biological process	-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	16145|17973|19246	Igtp|Nck1|Ptpn1	-1.8	SMCs_UP
GO Molecular Functions	21	GO:1901612	cardiolipin binding		-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0070486	leukocyte aggregation	19_GO:0009987 cellular process	-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	16176|16423|20202	Il1b|Cd47|S100a9	-1.8	SMCs_UP
GO Molecular Functions	21	GO:0070003	threonine-type peptidase activity		-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	16912|16913|19171	Psmb9|Psmb8|Psmb10	-1.8	SMCs_UP
GO Molecular Functions	21	GO:0050700	CARD domain binding		-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.8	SMCs_UP
